scheme_code,as_on_date,sector,holding_perc,market_value
120821,2025-04,Derivatives(Index/Stock Futures),5.41,177.55
120821,2025-04,REIT/InvIT,4.32,141.71
120821,2025-04,Leisure Products,1.74,57.01
120821,2025-04,Cement,0.12,4.1
120821,2025-04,Mutual Fund Units,0.04,1.21
150805,2025-04,Banks,25.52,713.36
150805,2025-04,Automobiles,8.99,251.58
150805,2025-04,Telecom,8.3,232.13
150805,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,7.09,198.12
150805,2025-04,Retailing,6.67,186.69
150805,2025-04,Finance,5.14,143.57
150805,2025-04,Pharmaceuticals,4.62,129.24
150805,2025-04,Construction,4.42,123.71
150805,2025-04,Transporation,4.3,120.24
150805,2025-04,Internet and Technology,4.0,111.52
150805,2025-04,Industrial Products,2.88,80.52
150805,2025-04,Health Care,2.57,71.72
150805,2025-04,Consumer Durables,2.46,69.05
150805,2025-04,Power,2.38,66.54
150805,2025-04,REIT/InvIT,2.01,56.15
150805,2025-04,Real Estate,1.96,54.78
150805,2025-04,Cement,1.16,32.53
150805,2025-04,Electric Equipment,1.12,31.02
150805,2025-04,Paper,0.88,24.53
150805,2025-04,Chemicals,0.84,23.52
150805,2025-04,Leisure Products,0.73,20.44
150805,2025-04,Gas,0.69,19.26
150805,2025-04,Agriculture,0.49,13.75
150805,2025-04,Beverages,0.39,11.04
150805,2025-04,Commercial Services,0.39,11.02
148474,2025-04,Banks,20.78,316.63
148474,2025-04,Finance,10.04,153.09
148474,2025-04,Pharmaceuticals,8.4,128.08
148474,2025-04,Internet and Technology,6.34,96.62
148474,2025-04,Petroleum Products,5.38,82.13
148474,2025-04,Consumer Durables,5.37,81.78
148474,2025-04,Retailing,4.38,66.7
148474,2025-04,Insurance,4.07,62.16
148474,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,4.0,60.98
148474,2025-04,Electric Equipment,3.28,50.04
148474,2025-04,Telecom,3.06,46.61
148474,2025-04,Industrial Products,3.02,45.98
148474,2025-04,Textiles,2.69,41.05
148474,2025-04,Capital Markets,2.56,39.06
148474,2025-04,Construction,2.3,35.05
148474,2025-04,Automobiles,2.28,34.78
148474,2025-04,Agriculture,2.27,34.61
148474,2025-04,Power,2.2,33.47
148474,2025-04,Leisure Products,1.94,29.54
148474,2025-04,Oil & Gas,1.82,27.73
148474,2025-04,Cement,1.34,20.45
148474,2025-04,Retail,1.25,19.04
148474,2025-04,Health Care,1.23,18.71
149071,2025-04,Banks,20.55,582.68
149071,2025-04,Finance,11.6,328.31
149071,2025-04,Cement,7.24,205.41
149071,2025-04,Insurance,6.25,177.04
149071,2025-04,Petroleum Products,5.48,155.38
149071,2025-04,Pharmaceuticals,5.27,149.4
149071,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,3.81,107.44
149071,2025-04,Telecom,3.72,105.34
149071,2025-04,Health Care,3.36,95.07
149071,2025-04,Internet and Technology,3.32,94.18
149071,2025-04,Construction,3.3,93.77
149071,2025-04,Consumer Durables,2.81,79.83
149071,2025-04,Power,2.78,78.79
149071,2025-04,Ferrous Metal,2.76,78.22
149071,2025-04,Industrial Products,2.19,61.95
149071,2025-04,Real Estate,2.17,61.66
149071,2025-04,Commercial Services,1.87,53.14
149071,2025-04,Electric Equipment,1.75,49.68
149071,2025-04,Transporation,1.75,49.69
149071,2025-04,Retailing,1.5,42.65
149071,2025-04,Non Ferrous Metals,1.35,38.42
149071,2025-04,Automobiles,1.34,38.06
149071,2025-04,Fertilizers,1.15,32.68
149071,2025-04,Beverages,0.82,23.34
149071,2025-04,Personal Products,0.64,18.26
149071,2025-04,Paper,0.61,17.29
149071,2025-04,Entertainment,0.54,15.41
149071,2025-04,Mutual Fund Units,0.07,2.1
149071,2025-04,ETF Units,0.0,0.01
153204,2025-04,Internet and Technology,19.8,309.27
153204,2025-04,Retail,8.86,138.42
153204,2025-04,Capital Markets,7.74,121.0
153204,2025-04,Aerospace & Defence,7.1,110.92
153204,2025-04,Consumer Durables,6.37,99.7
153204,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,6.09,95.25
153204,2025-04,Diversified FMCG,5.12,80.08
153204,2025-04,Pharmaceuticals,4.58,71.53
153204,2025-04,Automobiles,4.44,69.34
153204,2025-04,Consumer Services,4.08,63.81
153204,2025-04,Personal Products,3.73,58.39
153204,2025-04,Banks,2.55,39.79
153204,2025-04,Industrial Products,2.45,38.32
153204,2025-04,Leisure Products,2.31,36.02
153204,2025-04,Retailing,2.25,35.14
153204,2025-04,Finance,2.23,34.81
153204,2025-04,Agriculture,2.1,32.78
153204,2025-04,Telecom,1.87,29.18
153204,2025-04,Chemicals,1.08,16.86
153204,2025-04,Non Ferrous Metals,0.92,14.38
153204,2025-04,Health Care,0.84,13.21
153204,2025-04,Petroleum Products,0.74,11.56
153204,2025-04,Diversified Metals & Mining,0.72,11.21
153204,2025-04,Cement,0.72,11.31
153204,2025-04,Govt-Sec,0.68,10.55
153204,2025-04,Fertilizers,0.41,6.39
153204,2025-04,Textiles,0.22,3.45
152787,2025-04,ETF Units,21.34,169.41
152787,2025-04,Banks,14.01,111.18
152787,2025-04,Finance,12.99,103.1
152787,2025-04,Internet and Technology,5.49,43.61
152787,2025-04,Automobiles,4.27,33.97
152787,2025-04,Pharmaceuticals,4.25,33.81
152787,2025-04,Telecom,3.88,30.81
152787,2025-04,Diversified FMCG,3.83,30.33
152787,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,3.25,25.91
152787,2025-04,Consumer Durables,3.05,24.11
152787,2025-04,Petroleum Products,3.0,23.77
152787,2025-04,Power,1.73,13.72
152787,2025-04,Fertilizers,1.65,13.1
152787,2025-04,Electric Equipment,1.48,11.77
152787,2025-04,Industrial Products,1.47,11.64
152787,2025-04,Construction,1.41,11.18
152787,2025-04,Retailing,1.22,9.71
152787,2025-04,Cement,1.2,9.51
152787,2025-04,Ferrous Metal,1.17,9.24
152787,2025-04,Transporation,1.08,8.59
152787,2025-04,Chemicals,1.08,8.53
152787,2025-04,Beverages,0.97,7.69
152787,2025-04,Health Care,0.96,7.66
152787,2025-04,Commercial Services,0.9,7.19
152787,2025-04,Leisure Products,0.89,7.03
152787,2025-04,Aerospace & Defence,0.82,6.54
152787,2025-04,Govt-Sec,0.67,5.27
152787,2025-04,Insurance,0.61,4.81
152787,2025-04,Textiles,0.52,4.15
152787,2025-04,Household Appliances,0.51,4.06
152787,2025-04,Oil & Gas,0.3,2.41
119721,2025-04,Banks,23.08,6952.76
119721,2025-04,Pharmaceuticals,10.27,3091.9
119721,2025-04,Internet and Technology,7.11,2144.65
119721,2025-04,Automobiles,6.34,1912.94
119721,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,4.91,1488.9
119721,2025-04,Industrial Products,4.41,1325.85
119721,2025-04,Consumer Durables,4.3,1293.16
119721,2025-04,Cement,4.21,1268.45
119721,2025-04,Petroleum Products,3.54,1067.8
119721,2025-04,Finance,2.87,862.66
119721,2025-04,Capital Markets,2.77,835.51
119721,2025-04,Personal Products,2.56,771.61
119721,2025-04,Non Ferrous Metals,2.43,731.46
119721,2025-04,Textiles,2.29,688.45
119721,2025-04,Ferrous Metal,2.2,663.76
119721,2025-04,Construction,2.08,626.21
119721,2025-04,Power,2.03,611.34
119721,2025-04,Agriculture,2.02,608.34
119721,2025-04,Leisure Products,2.0,602.43
119721,2025-04,Telecom,1.89,567.97
119721,2025-04,Diversified FMCG,1.55,468.42
119721,2025-04,Beverages,1.11,334.47
119721,2025-04,Retailing,1.06,318.77
119721,2025-04,Transporation,0.76,228.26
119721,2025-04,Chemicals,0.71,215.97
119721,2025-04,Health Care,0.6,179.99
119721,2025-04,Retail,0.45,136.95
119721,2025-04,Gas,0.33,99.58
119721,2025-04,Govt-Sec,0.12,34.8
119721,2025-04,Diversified,0.0,0.0
120334,2025-04,Banks,14.48,8306.5801
120334,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,11.92,6847.0999
120334,2025-04,Automobiles,7.94,4552.6299
120334,2025-04,Finance,7.04,4050.18
120334,2025-04,Govt-Sec,6.46,3716.82
120334,2025-04,ETF Units,6.43,3696.9299
120334,2025-04,Internet and Technology,5.28,3037.0399
120334,2025-04,Petroleum Products,4.8,2757.43
120334,2025-04,Pharmaceuticals,4.22,2431.41
120334,2025-04,Construction,3.55,2039.26
120334,2025-04,Retailing,2.82,1622.96
120334,2025-04,Insurance,2.52,1446.87
120334,2025-04,Power,2.2,1266.53
120334,2025-04,Cement,2.18,1251.27
120334,2025-04,Transporation,1.88,1080.77
120334,2025-04,Telecom,1.76,1011.82
120334,2025-04,Diversified FMCG,1.54,883.66
120334,2025-04,REIT/InvIT,1.45,836.24
120334,2025-04,Oil & Gas,1.32,757.21
120334,2025-04,Others,1.14,658.24
120334,2025-04,Diversified Metals & Mining,1.1,633.15
120334,2025-04,Chemicals,1.0,571.03
120334,2025-04,Ferrous Metal,0.9,516.3
120334,2025-04,Industrial Products,0.82,475.24
120334,2025-04,Fertilizers,0.74,425.45
120334,2025-04,Consumer Durables,0.64,369.99
120334,2025-04,Non Ferrous Metals,0.6,342.11
120334,2025-04,Health Care,0.6,339.61
120334,2025-04,Gas,0.48,276.84
120334,2025-04,Retail,0.43,246.47
120334,2025-04,Entertainment,0.43,242.53
120334,2025-04,Beverages,0.35,203.02
120334,2025-04,Consumer Services,0.3,170.37
120334,2025-04,Real Estate,0.24,135.83
120334,2025-04,Agriculture,0.19,106.82
120334,2025-04,Personal Products,0.19,109.96
120334,2025-04,Textiles,0.12,70.11
120334,2025-04,Media & Entertainment,0.07,43.09
120334,2025-04,Derivatives(Index/Stock Futures),-0.03,-44.36
153154,2025-04,Banks,17.09,632.31
153154,2025-04,Finance,16.68,616.94
153154,2025-04,Automobiles,11.48,424.49
153154,2025-04,Pharmaceuticals,8.58,317.4
153154,2025-04,Diversified FMCG,7.33,271.13
153154,2025-04,Transporation,5.47,202.26
153154,2025-04,Capital Markets,5.14,190.28
153154,2025-04,Agriculture,5.04,186.38
153154,2025-04,Petroleum Products,4.54,167.81
153154,2025-04,Industrial Products,2.86,105.78
153154,2025-04,Telecom,2.84,105.16
153154,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.02,73.75
153154,2025-04,Beverages,1.82,67.49
153154,2025-04,Gas,1.35,50.07
153154,2025-04,Ferrous Metal,1.33,49.25
153154,2025-04,Internet and Technology,1.17,43.21
153154,2025-04,Non Ferrous Metals,1.14,42.34
153154,2025-04,Fertilizers,0.99,36.68
153154,2025-04,Power,0.97,35.89
153154,2025-04,Cement,0.71,26.29
153154,2025-04,Textiles,0.67,24.85
153154,2025-04,Chemicals,0.55,20.24
153154,2025-04,Insurance,0.23,8.49
153154,2025-04,Aerospace & Defence,0.0,0.0
153154,2025-04,Consumer Durables,0.0,0.0
153189,2025-04,Internet and Technology,14.23,58.79
153189,2025-04,Banks,8.47,34.99
153189,2025-04,Pharmaceuticals,7.15,29.51
153189,2025-04,Personal Products,6.45,26.64
153189,2025-04,Telecom,6.08,25.11
153189,2025-04,Retail,6.02,24.87
153189,2025-04,Retailing,5.91,24.4
153189,2025-04,Finance,5.51,22.8
153189,2025-04,Health Care,4.57,18.89
153189,2025-04,Consumer Durables,4.42,18.27
153189,2025-04,Automobiles,4.13,17.06
153189,2025-04,REIT/InvIT,3.87,15.98
153189,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,3.53,14.59
153189,2025-04,Household Appliances,3.53,14.57
153189,2025-04,Chemicals,3.49,14.44
153189,2025-04,Insurance,3.39,13.98
153189,2025-04,Govt-Sec,3.11,12.85
153189,2025-04,Leisure Products,1.76,7.29
153189,2025-04,Transporation,1.61,6.65
153189,2025-04,Textiles,0.91,3.77
153189,2025-04,Agriculture,0.79,3.25
153189,2025-04,Industrial Products,0.63,2.61
153189,2025-04,Electric Equipment,0.44,1.82
153189,2025-04,Capital Markets,0.0,0.01
145110,2025-04,Banks,18.33,2522.27
145110,2025-04,Finance,6.02,829.6
145110,2025-04,Pharmaceuticals,5.92,813.13
145110,2025-04,Internet and Technology,5.67,780.16
145110,2025-04,Electric Equipment,5.24,722.27
145110,2025-04,Automobiles,4.15,572.23
145110,2025-04,Power,3.82,524.98
145110,2025-04,Petroleum Products,3.8,522.73
145110,2025-04,Retailing,3.47,477.08
145110,2025-04,Leisure Products,3.39,467.84
145110,2025-04,Telecom,3.32,454.98
145110,2025-04,Health Care,3.29,452.45
145110,2025-04,Chemicals,3.15,433.33
145110,2025-04,Capital Markets,3.11,428.32
145110,2025-04,Consumer Durables,2.98,409.77
145110,2025-04,Fertilizers,2.23,306.06
145110,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.13,292.68
145110,2025-04,Derivatives(Index/Stock Futures),2.05,282.58
145110,2025-04,Beverages,1.96,270.3
145110,2025-04,Real Estate,1.87,257.95
145110,2025-04,Transporation,1.5,206.38
145110,2025-04,Construction,1.46,201.31
145110,2025-04,Aerospace & Defence,1.4,193.02
145110,2025-04,Industrial Products,1.36,187.47
145110,2025-04,Personal Products,1.07,146.09
145110,2025-04,Overseas ETF Units,1.04,142.11
145110,2025-04,Diversified FMCG,1.04,143.46
145110,2025-04,Media & Entertainment,0.97,134.08
145110,2025-04,Cement,0.83,114.66
145110,2025-04,ETF Units,0.82,113.29
145110,2025-04,Insurance,0.69,94.16
145110,2025-04,Retail,0.42,58.06
145110,2025-04,Govt-Sec,0.36,49.61
145110,2025-04,Non Ferrous Metals,0.32,43.73
145110,2025-04,Semiconductor Equipment,0.28,37.98
145110,2025-04,Hotels,0.27,36.65
145110,2025-04,Transaction & Payment Processing Services,0.21,28.57
145110,2025-04,Commercial Services,0.03,3.89
149441,2025-04,ETF Units,48.83,543.51
149441,2025-04,Overseas ETF Units,19.6,218.21
149441,2025-04,Mutual Fund Units,14.85,165.31
149441,2025-04,Overseas Mutual Fund Units,9.28,103.31
149441,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,7.43,82.77
152677,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,16.88,283.4
152677,2025-04,Automobiles,9.13,153.45
152677,2025-04,Retailing,8.4,140.96
152677,2025-04,Telecom,5.65,94.76
152677,2025-04,Leisure Products,5.49,92.16
152677,2025-04,Banks,5.41,90.85
152677,2025-04,Internet and Technology,5.22,87.7
152677,2025-04,Industrial Products,5.17,86.56
152677,2025-04,Consumer Durables,4.89,82.03
152677,2025-04,Construction,4.35,72.97
152677,2025-04,Petroleum Products,4.02,67.46
152677,2025-04,Health Care,3.72,62.52
152677,2025-04,Beverages,3.66,61.5
152677,2025-04,Capital Markets,3.43,57.63
152677,2025-04,Insurance,2.42,40.65
152677,2025-04,Cement,2.4,40.29
152677,2025-04,Finance,2.17,36.43
152677,2025-04,Non Ferrous Metals,1.76,29.53
152677,2025-04,Power,1.7,28.47
152677,2025-04,Transporation,1.61,27.03
152677,2025-04,Aerospace & Defence,1.57,26.28
152677,2025-04,Chemicals,0.94,15.82
144835,2025-04,Banks,21.68,866.68
144835,2025-04,Telecom,10.85,433.97
144835,2025-04,Finance,9.79,391.87
144835,2025-04,Internet and Technology,8.29,331.23
144835,2025-04,Health Care,6.84,273.34
144835,2025-04,Retailing,6.09,243.57
144835,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,5.53,221.38
144835,2025-04,Petroleum Products,5.38,215.29
144835,2025-04,Leisure Products,5.07,202.8
144835,2025-04,Transporation,4.94,197.21
144835,2025-04,Insurance,3.62,144.76
144835,2025-04,Consumer Durables,2.99,119.5
144835,2025-04,Capital Markets,2.47,98.7
144835,2025-04,Real Estate,1.91,76.21
144835,2025-04,Derivatives(Index/Stock Futures),1.27,50.59
144835,2025-04,Entertainment,1.0,40.1
144835,2025-04,Govt-Sec,0.98,39.37
144835,2025-04,Commercial Services,0.79,31.77
144835,2025-04,Mutual Fund Units,0.5,20.0
120688,2025-04,Banks,26.86,365.76
120688,2025-04,Pharmaceuticals,9.75,132.82
120688,2025-04,Insurance,8.86,120.6
120688,2025-04,Internet and Technology,7.54,102.78
120688,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,6.78,92.28
120688,2025-04,Petroleum Products,6.08,82.79
120688,2025-04,Power,5.29,72.11
120688,2025-04,Construction,4.7,64.07
120688,2025-04,Industrial Products,4.08,55.55
120688,2025-04,Retailing,3.75,51.12
120688,2025-04,Fertilizers,3.05,41.59
120688,2025-04,Finance,2.86,38.94
120688,2025-04,Telecom,2.75,37.49
120688,2025-04,Health Care,1.74,23.78
120688,2025-04,Cable,1.07,14.54
120688,2025-04,Wireless Telecommunication Services,1.02,13.89
120688,2025-04,Transporation,1.0,13.6
120688,2025-04,Entertainment,0.74,10.13
120688,2025-04,Others,0.72,9.84
120688,2025-04,Govt-Sec,0.58,7.94
120688,2025-04,Commercial Services,0.39,5.31
120688,2025-04,Leisure Products,0.21,2.86
120688,2025-04,Gas,0.2,2.74
120688,2025-04,Derivatives(Index/Stock Futures),-0.04,-0.53
140175,2025-04,Banks,16.92,631.06
140175,2025-04,Finance,10.07,375.14
140175,2025-04,Internet and Technology,8.91,332.3
140175,2025-04,Automobiles,5.6,209.54
140175,2025-04,Pharmaceuticals,5.36,199.69
140175,2025-04,Consumer Durables,5.22,194.24
140175,2025-04,Industrial Products,4.27,159.68
140175,2025-04,Petroleum Products,3.44,128.39
140175,2025-04,Health Care,3.38,126.11
140175,2025-04,Aerospace & Defence,3.21,120.08
140175,2025-04,Electric Equipment,3.12,117.0
140175,2025-04,Cement,2.89,107.96
140175,2025-04,Retailing,2.79,104.19
140175,2025-04,Construction,2.74,102.43
140175,2025-04,Chemicals,2.67,99.51
140175,2025-04,Telecom,2.56,95.69
140175,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.4,88.47
140175,2025-04,Real Estate,2.19,81.77
140175,2025-04,Leisure Products,2.19,82.03
140175,2025-04,Power,1.97,73.62
140175,2025-04,Diversified FMCG,1.39,51.81
140175,2025-04,Insurance,1.38,51.33
140175,2025-04,Consumer Services,1.23,46.02
140175,2025-04,Fertilizers,1.02,38.21
140175,2025-04,Non Ferrous Metals,0.95,35.49
140175,2025-04,Beverages,0.85,31.85
140175,2025-04,Capital Markets,0.81,30.34
140175,2025-04,Ferrous Metal,0.47,17.6
120760,2025-04,Banks,12.48,688.69
120760,2025-04,ETF Units,11.09,611.82
120760,2025-04,Internet and Technology,10.96,604.57
120760,2025-04,Govt-Sec,8.94,494.01
120760,2025-04,Finance,7.63,421.8
120760,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,6.95,383.83
120760,2025-04,Pharmaceuticals,5.07,280.59
120760,2025-04,Consumer Durables,4.16,229.62
142038,2025-04,Aerospace & Defence,0.49,6.65
142038,2025-04,Non Ferrous Metals,0.41,5.59
142038,2025-04,Industrial Products,0.36,4.9
142038,2025-04,Textiles,0.3,4.14
142038,2025-04,Minerals & Mining,0.26,3.54
148733,2025-04,Finance,10.91,122.38
148733,2025-04,Industrial Products,9.02,101.13
148733,2025-04,Pharmaceuticals,7.99,89.6
148733,2025-04,Internet and Technology,6.2,69.41
148733,2025-04,Chemicals,6.16,69.02
148733,2025-04,Banks,6.05,67.74
148733,2025-04,Electric Equipment,4.9,54.93
148733,2025-04,Automobiles,4.78,53.54
148733,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,4.64,51.84
148733,2025-04,Agriculture,4.55,51.02
148733,2025-04,Health Care,4.35,48.79
148733,2025-04,Consumer Durables,4.31,48.35
148733,2025-04,Power,3.4,38.13
148733,2025-04,Construction,2.63,29.45
148733,2025-04,Ferrous Metal,2.28,25.63
148733,2025-04,Textiles,2.17,24.3
148733,2025-04,Capital Markets,2.09,23.43
148733,2025-04,Retailing,1.75,19.62
148733,2025-04,Fertilizers,1.64,18.38
148733,2025-04,Telecom,1.64,18.39
148733,2025-04,Personal Products,1.51,16.96
148733,2025-04,Petroleum Products,1.47,16.46
148733,2025-04,Cement,1.14,12.79
148733,2025-04,Transporation,1.01,11.31
148733,2025-04,Real Estate,0.84,9.37
148733,2025-04,Insurance,0.79,8.85
148733,2025-04,IT - Hardware,0.75,8.42
148733,2025-04,Non Ferrous Metals,0.61,6.8
148733,2025-04,Mutual Fund Units,0.42,4.74
145819,2025-04,Finance,20.0,9.63
145819,2025-04,Banks,16.48,7.92
145819,2025-04,Automobiles,6.64,3.19
145819,2025-04,Pharmaceuticals,6.49,3.11
145819,2025-04,Cement,6.11,2.94
145819,2025-04,Health Care,5.77,2.78
145819,2025-04,Telecom,4.8,2.31
145819,2025-04,Agriculture,3.52,1.69
145819,2025-04,Leisure Products,3.24,1.55
145819,2025-04,Fertilizers,3.18,1.53
145819,2025-04,Transporation,3.05,1.47
145819,2025-04,Retail,2.42,1.16
145819,2025-04,Electric Equipment,2.2,1.06
145819,2025-04,Internet and Technology,2.14,1.03
145819,2025-04,Chemicals,1.9,0.91
145819,2025-04,Aerospace & Defence,1.89,0.91
145819,2025-04,Industrial Products,1.87,0.9
145819,2025-04,Beverages,1.03,0.5
145819,2025-04,Power,0.99,0.48
145819,2025-04,Derivatives(Index/Stock Futures),0.98,0.47
145819,2025-04,Household Appliances,0.97,0.47
145819,2025-04,Personal Products,0.97,0.47
145819,2025-04,Construction,0.97,0.46
145819,2025-04,Textiles,0.95,0.46
145819,2025-04,Consumer Durables,0.9,0.43
145819,2025-04,Ferrous Metal,0.65,0.31
145819,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,-0.11,-0.03
151911,2025-04,Finance,63.94,31.57
151911,2025-04,Insurance,19.72,9.74
151911,2025-04,Capital Markets,16.4,8.09
151911,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,-0.06,-0.03
145396,2025-04,Banks,18.25,758.56
145396,2025-04,Finance,11.28,469.01
145396,2025-04,REIT/InvIT,7.78,323.0
145396,2025-04,Pharmaceuticals,5.63,233.91
145396,2025-04,Petroleum Products,5.54,230.29
145396,2025-04,Internet and Technology,5.13,212.94
145396,2025-04,Govt-Sec,4.83,200.45
145396,2025-04,Construction,3.54,147.09
145396,2025-04,Telecom,3.23,134.34
145396,2025-04,Electric Equipment,3.13,130.17
145396,2025-04,Retailing,2.96,122.87
145396,2025-04,Automobiles,2.65,110.29
145396,2025-04,Consumer Durables,2.6,107.89
145396,2025-04,Beverages,2.24,93.04
145396,2025-04,Industrial Products,2.23,92.9
145396,2025-04,Textiles,1.98,82.11
145396,2025-04,Aerospace & Defence,1.89,78.53
145396,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,1.82,75.58
145396,2025-04,Insurance,1.58,65.68
145396,2025-04,Cement,1.4,58.21
145396,2025-04,Transporation,1.39,57.74
145396,2025-04,Capital Markets,1.18,49.02
145396,2025-04,Personal Products,1.06,44.12
145396,2025-04,Power,1.04,43.04
145396,2025-04,Oil & Gas,0.99,41.08
145396,2025-04,Health Care,0.93,38.58
145396,2025-04,Agriculture,0.9,37.39
145396,2025-04,Diversified FMCG,0.9,37.47
145396,2025-04,Commodity,0.59,24.39
145396,2025-04,Infrastructure,0.42,17.39
145396,2025-04,Leisure Products,0.38,15.73
145396,2025-04,Household Appliances,0.15,6.38
145396,2025-04,Others,0.14,5.95
145396,2025-04,Industrial Gases & Fuels,0.12,5.08
145396,2025-04,Logistics,0.12,5.09
152870,2025-04,Leisure Products,63.28,18.41
152870,2025-04,Transporation,34.89,10.14
152870,2025-04,Real Estate,1.99,0.58
152870,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,-0.16,-0.05
118668,2025-04,Finance,9.37,3251.69
118668,2025-04,Automobiles,7.39,2566.56
118668,2025-04,Industrial Products,7.16,2481.61
