scheme_code,year,Q1,Q2,H1,Q3,Q4,H2,annual,YTD
118546,2023,-1.44,8.44,7.04,6.32,9.21,16.09,24.6,
129188,2021,5.54,4.41,13.51,-1.75,9.26,5.95,20.82,
148646,2022,-0.76,-11.57,-10.99,-7.19,9.33,1.25,-10.79,
119843,2023,-0.25,7.09,7.24,5.79,9.35,15.74,24.86,
119598,2023,-2.22,12.86,10.72,2.3,9.35,11.58,24.21,
147864,2023,-2.47,12.91,10.65,8.46,9.35,17.94,30.41,
120334,2023,0.26,6.76,7.66,6.76,9.39,16.01,25.27,
147446,2023,-1.65,10.4,8.84,5.46,9.4,15.35,26.21,
118272,2023,-1.76,9.64,7.83,3.05,9.41,12.7,21.97,
150858,2023,-3.19,15.75,12.54,9.22,9.43,19.62,34.74,
118473,2023,-2.31,13.38,10.92,6.83,9.43,16.78,30.03,
120270,2023,-0.12,14.81,14.8,3.54,9.44,13.51,30.49,
148921,2023,-3.06,13.88,10.84,7.3,9.44,17.51,30.24,
118485,2023,-1.43,10.97,9.66,3.0,9.44,12.7,24.02,
129200,2023,-2.08,10.43,8.3,5.12,9.46,14.83,24.8,
119514,2023,-1.11,15.5,14.7,12.85,9.49,24.46,43.14,
118794,2023,-0.69,9.82,9.25,4.82,9.5,14.5,25.56,
152064,2023,,,,,9.51,9.51,9.51,
131865,2023,-1.04,7.52,6.72,6.11,9.51,16.15,24.33,
149961,2024,11.02,10.04,21.03,1.97,9.51,10.24,32.59,
149406,2023,-1.99,8.55,6.53,5.01,9.52,14.88,22.86,
118650,2023,-1.56,16.42,15.03,10.17,9.53,20.64,39.52,
120674,2023,-1.87,10.86,9.15,5.33,9.55,15.2,26.12,
120685,2023,6.38,-2.95,2.56,-0.69,9.56,8.05,11.39,
140274,2023,-3.32,2.83,1.16,-0.59,9.56,6.82,8.11,
150285,2021,,1.56,1.56,1.23,9.58,11.08,13.48,
119783,2023,-2.33,19.65,16.18,9.86,9.6,20.48,39.2,
152067,2023,,,,0.0,9.63,9.44,9.44,
150264,2023,-3.73,12.54,8.77,6.43,9.64,17.2,28.01,
150260,2023,-2.23,9.29,7.04,4.32,9.65,14.06,22.59,
119082,2023,1.92,2.01,4.04,1.78,9.67,11.67,16.23,
132186,2023,-1.14,8.92,7.93,6.0,9.68,16.16,25.82,
139527,2023,-2.87,10.45,7.74,13.3,9.71,25.09,35.53,
147750,2023,-3.81,14.75,10.71,6.86,9.72,17.42,30.21,
118589,2023,-5.91,16.13,10.15,3.42,9.75,13.63,26.22,
145110,2023,-1.81,18.97,17.86,3.76,9.78,14.13,34.8,
120575,2023,-1.68,13.74,12.75,6.5,9.78,16.76,32.05,
148666,2023,0.42,9.63,10.15,6.8,9.79,17.15,29.62,
149533,2023,-5.21,13.7,8.18,4.35,9.8,14.54,24.57,
149570,2023,-5.25,12.87,7.47,4.78,9.8,14.86,24.04,
120158,2023,-1.61,12.52,10.86,7.62,9.82,18.06,31.23,
120333,2023,-1.22,8.35,7.21,3.76,9.85,13.91,22.33,
120468,2023,-4.1,14.54,10.59,0.46,9.86,10.53,22.46,
118663,2023,6.46,-2.95,2.77,-0.57,9.86,8.21,11.78,
148637,2023,-2.13,11.69,9.58,3.95,9.89,14.32,25.55,
112039,2023,-2.75,12.37,9.55,4.72,9.89,15.09,26.49,
150930,2023,-4.96,13.42,8.25,13.32,9.9,23.4,32.09,
118624,2023,-0.2,10.36,10.36,5.39,9.91,15.69,28.33,
125597,2022,-2.69,-12.41,-12.94,15.84,9.94,25.41,10.12,
148614,2023,4.05,4.79,11.54,-6.21,9.95,3.38,17.13,
119436,2023,-2.29,13.8,11.21,6.36,9.96,17.19,30.58,
148600,2023,-1.16,10.14,9.08,5.99,9.96,16.34,27.39,
115132,2023,6.24,-2.79,2.87,-0.71,10.02,8.3,11.95,
120656,2023,-3.11,11.18,8.25,3.59,10.06,13.76,23.51,
150751,2024,9.82,10.01,19.62,2.0,10.07,10.9,31.5,
149170,2023,10.73,10.48,23.29,-0.06,10.07,10.24,36.91,
152951,2024,,,,,10.07,10.07,10.07,
120503,2023,-3.64,16.07,12.81,1.42,10.1,11.98,26.42,
143783,2023,-5.03,16.15,10.36,13.53,10.1,24.12,35.65,
149295,2023,-4.06,10.4,6.23,3.97,10.11,14.29,22.38,
120780,2023,-3.11,15.21,12.32,2.55,10.12,12.92,26.87,
151458,2023,-0.18,11.16,11.24,3.98,10.13,14.15,26.68,
119277,2021,-14.98,-1.98,-11.5,-11.97,10.13,-2.93,-13.08,
119549,2023,-4.55,11.86,7.27,3.68,10.15,14.03,22.93,
149291,2024,8.11,8.9,17.71,1.87,10.16,10.83,29.47,
118876,2023,-4.48,12.06,7.53,10.56,10.17,21.61,30.83,
120700,2023,-2.07,11.73,9.94,5.86,10.18,16.23,28.0,
119172,2023,-0.6,12.05,11.37,4.61,10.19,15.08,27.77,
119788,2023,6.85,-2.82,2.81,-0.41,10.21,8.19,11.61,
127850,2023,-2.15,8.21,6.03,2.66,10.22,12.84,20.37,
119507,2022,-2.28,-12.0,-13.22,10.53,10.23,20.71,4.98,
147372,2023,-2.42,11.44,9.2,4.75,10.23,15.23,25.9,
119307,2023,-3.05,12.84,9.74,6.17,10.24,17.12,28.88,
149180,2022,-2.33,-11.87,-15.13,-3.14,10.26,7.31,-9.39,
134017,2022,-3.12,-8.92,-9.86,18.14,10.28,28.5,16.55,
120473,2023,6.54,-2.62,3.01,-0.59,10.29,8.12,11.95,
152062,2023,,,,0.06,10.3,9.84,9.84,
147481,2023,-0.35,9.8,9.86,6.81,10.31,17.12,28.94,
119591,2023,-3.35,14.61,11.28,4.63,10.32,15.16,28.57,
145356,2023,-1.4,15.56,14.71,3.58,10.32,14.68,31.77,
149321,2022,-3.74,-8.12,-9.8,12.82,10.34,22.85,11.79,
118724,2023,-3.0,13.44,10.53,6.58,10.37,17.72,30.44,
118692,2023,-4.49,11.14,6.61,9.46,10.4,20.3,28.98,
119287,2023,-1.54,10.04,8.55,1.26,10.4,11.24,21.65,
120251,2023,-0.41,8.51,8.73,8.33,10.4,18.89,29.71,
118481,2023,-1.9,13.76,11.83,7.86,10.4,19.08,33.65,
118791,2023,-1.49,10.11,8.68,1.31,10.42,11.33,21.89,
119065,2023,-1.5,10.11,8.67,1.25,10.43,11.27,21.83,
141841,2023,-1.57,10.11,8.59,1.26,10.43,11.27,21.74,
148883,2023,-1.87,12.34,10.15,3.96,10.45,14.98,27.01,
119528,2023,-2.79,11.65,8.93,3.76,10.45,14.3,25.18,
141248,2023,-2.85,10.99,8.09,4.18,10.47,14.86,24.55,
119252,2023,2.55,6.41,10.7,-0.95,10.5,8.16,19.77,
146549,2023,-3.32,11.07,7.7,5.1,10.5,15.58,25.07,
120465,2023,-2.57,10.05,7.82,1.41,10.5,12.03,21.41,
120531,2023,6.22,-2.79,2.49,-0.23,10.54,8.54,11.44,
148737,2022,-11.57,-17.04,-27.25,-1.62,10.55,10.44,-19.08,
130493,2023,1.24,2.37,4.42,-2.3,10.56,6.6,11.36,
120592,2023,-4.62,12.25,7.78,4.76,10.59,15.62,24.69,
138312,2023,-2.09,10.38,8.54,1.66,10.6,11.94,22.01,
147648,2022,-3.59,-8.26,-11.27,-9.25,10.61,1.51,-9.74,
150714,2023,6.23,-2.88,2.87,-0.53,10.63,8.26,12.05,
118278,2023,-2.82,12.48,9.57,4.3,10.63,15.7,27.13,
147306,2023,-2.98,11.73,8.94,1.38,10.64,11.7,21.9,
149071,2022,1.46,-10.16,-7.63,12.62,10.66,23.38,13.86,
120578,2023,0.19,6.41,6.63,7.33,10.7,18.25,25.95,
119781,2023,6.32,-3.06,2.34,-0.82,10.71,8.48,11.91,
119132,2023,6.2,-3.04,2.6,-0.71,10.71,8.23,11.74,
148986,2023,-3.43,14.45,11.11,1.0,10.71,11.67,25.36,
148507,2023,-5.2,11.2,5.85,3.93,10.72,14.71,22.1,
151078,2023,-1.75,14.23,11.78,3.82,10.72,15.13,29.03,
148747,2023,-0.97,8.33,7.71,2.22,10.74,12.7,21.79,
151804,2023,,,,4.92,10.76,16.95,16.95,
119333,2022,-1.62,-9.52,-9.15,14.13,10.77,24.38,13.77,
151974,2023,,,,-2.42,10.78,6.33,6.33,
119721,2023,-2.14,12.03,10.07,5.26,10.78,16.31,28.31,
148606,2023,-4.97,10.68,5.52,5.32,10.8,16.43,23.69,
151142,2023,-1.44,13.28,12.0,5.4,10.82,16.83,31.74,
118269,2023,-1.91,11.6,9.75,2.36,10.84,13.22,24.94,
148751,2023,-2.05,11.9,9.7,4.71,10.84,16.23,27.69,
144835,2023,-4.33,13.59,9.02,6.22,10.84,17.73,29.15,
120733,2023,-3.97,12.99,9.01,0.86,10.84,11.95,22.86,
132756,2023,-4.16,11.3,6.86,6.36,10.87,17.9,26.47,
120267,2023,-3.16,9.6,6.43,1.45,10.88,12.04,19.87,
120494,2023,-2.23,16.12,13.89,5.14,10.9,16.88,33.47,
149303,2023,-2.52,12.49,10.05,7.17,10.93,19.17,31.85,
118273,2023,-2.22,15.29,13.04,3.55,10.95,15.07,30.34,
150659,2023,-1.95,14.32,12.3,6.6,10.96,18.77,34.11,
118979,2022,-4.91,-6.09,-8.29,17.38,10.99,28.34,17.53,
148574,2023,-5.3,9.62,3.85,4.3,11.0,15.28,19.64,
141924,2022,-4.57,-10.25,-12.27,14.71,11.0,25.8,10.68,
149264,2023,-0.99,7.49,6.32,5.57,11.02,16.9,24.41,
118531,2023,-2.23,10.58,8.42,2.78,11.03,13.56,23.57,
120733,2022,-1.51,-10.84,-10.45,15.21,11.03,25.95,13.69,
132009,2022,-8.64,-15.04,-23.27,-2.49,11.09,7.73,-18.11,
118881,2023,-2.77,10.38,7.56,1.59,11.1,12.23,21.55,
145599,2023,-1.75,7.63,5.96,2.09,11.1,13.45,20.72,
120819,2023,-5.53,8.39,2.52,3.88,11.14,14.99,18.65,
118834,2023,-3.99,12.66,8.66,8.04,11.15,20.04,30.81,
119595,2023,-5.39,15.22,9.76,7.26,11.15,19.28,31.43,
118632,2023,-1.42,14.13,12.77,6.25,11.16,17.93,33.9,
120079,2023,-5.93,12.26,5.78,7.22,11.19,19.19,26.49,
150266,2023,-2.75,15.94,13.14,3.71,11.2,15.38,30.93,
120782,2023,-3.39,15.23,11.5,13.77,11.2,26.02,39.27,
120715,2023,-3.81,13.1,9.43,4.58,11.22,16.33,27.63,
120688,2023,-2.85,9.36,6.73,8.44,11.22,20.03,28.46,
151478,2023,0.86,9.51,10.68,5.13,11.23,16.67,29.26,
148381,2021,5.37,9.34,16.01,1.14,11.24,10.89,29.21,
120152,2023,-2.24,10.52,8.19,3.7,11.26,14.92,25.01,
150838,2023,-1.59,10.87,9.65,10.96,11.27,23.37,35.52,
120484,2023,-1.87,11.02,9.3,10.68,11.27,23.65,35.81,
135800,2021,10.87,16.73,30.8,21.68,11.28,34.58,76.34,
120578,2021,9.05,16.98,29.18,17.38,11.28,30.05,67.59,
120539,2021,11.45,16.31,31.39,17.89,11.29,30.28,71.59,
150688,2023,-0.76,7.79,7.03,5.18,11.31,17.4,25.97,
151165,2023,-2.85,10.68,7.75,1.81,11.33,12.71,22.28,
135781,2023,-2.82,11.97,9.27,5.8,11.33,17.61,29.0,
148662,2021,-2.5,10.63,9.35,2.16,11.34,12.67,22.83,
145897,2023,-3.17,13.65,10.78,12.05,11.36,23.9,37.72,
119288,2023,-2.72,10.67,7.89,1.9,11.37,12.85,22.59,
150390,2023,-2.71,10.85,7.89,1.94,11.37,12.93,22.66,
148978,2023,-2.75,10.73,7.92,1.83,11.38,12.8,22.57,
149373,2023,-2.67,10.72,8.0,1.95,11.38,12.91,22.79,
130860,2022,-8.91,-13.03,-21.06,-4.28,11.39,7.48,-15.53,
127071,2022,0.62,-9.46,-9.16,-7.26,11.39,2.84,-7.86,
151471,2023,1.55,10.6,12.56,1.91,11.39,12.88,27.93,
118741,2023,-2.75,10.71,7.9,1.94,11.39,12.92,22.68,
120620,2023,-2.76,10.73,7.91,1.94,11.39,12.91,22.68,
119648,2023,-2.79,10.7,7.85,1.96,11.39,12.93,22.64,
146376,2023,-2.75,10.71,7.9,1.94,11.4,12.93,22.7,
119063,2023,-2.75,10.73,7.92,1.93,11.4,12.92,22.71,
118482,2023,-2.75,10.75,7.94,1.96,11.41,12.96,22.77,
149039,2023,-2.73,10.74,7.95,1.95,11.41,12.95,22.77,
149250,2023,-2.76,10.65,7.84,1.89,11.41,12.89,22.58,
151157,2023,-4.59,10.76,5.91,1.96,11.41,12.96,20.47,
147794,2023,-2.74,10.76,7.96,1.95,11.42,12.96,22.79,
120030,2023,-3.88,11.64,7.47,3.68,11.42,14.91,24.23,
125711,2023,-2.06,7.95,5.87,4.29,11.42,16.16,23.57,
149841,2023,-2.86,13.88,11.0,8.18,11.44,19.82,32.9,
118589,2022,1.65,-10.6,-7.08,15.63,11.44,26.89,18.97,
118617,2023,-0.78,11.82,11.22,3.62,11.45,15.12,28.75,
152033,2023,,,,1.14,11.46,12.63,12.63,
147409,2023,-4.29,16.63,11.82,12.94,11.46,25.38,39.58,
152059,2023,,,,-1.23,11.47,10.02,10.02,
120546,2023,6.27,-3.17,3.05,-0.56,11.48,8.34,12.63,
147840,2023,-4.83,15.42,10.33,9.18,11.48,21.97,35.19,
118866,2023,0.35,9.59,10.38,5.5,11.48,17.3,29.96,
119709,2023,-2.63,12.44,9.86,3.39,11.49,15.1,26.56,
119279,2023,-5.01,-6.07,-9.73,-4.08,11.49,2.18,-6.31,
133801,2023,1.96,12.68,15.26,7.11,11.51,19.73,38.52,
120621,2022,4.81,-5.2,1.51,14.72,11.53,27.52,27.98,
119250,2023,-2.66,12.01,9.45,5.03,11.55,16.49,27.86,
140274,2022,1.75,-8.38,-7.91,0.34,11.57,12.08,4.85,
120413,2023,-3.41,12.93,9.23,8.74,11.59,22.12,33.86,
148485,2023,1.56,6.35,8.72,-0.86,11.59,8.85,18.35,
118510,2023,-2.72,12.28,9.58,5.25,11.6,17.46,29.14,
120594,2021,9.67,17.67,30.63,21.51,11.6,34.74,76.24,
118968,2023,-0.2,8.63,8.78,8.75,11.62,21.17,32.53,
133859,2023,-6.13,13.0,6.71,1.24,11.67,13.01,22.05,
120385,2022,-1.11,-12.69,-12.21,14.9,11.7,26.36,11.81,
147406,2023,-0.46,6.64,6.21,2.64,11.72,14.45,22.15,
148564,2023,-7.15,13.33,5.39,9.29,11.73,21.89,28.76,
148539,2023,-6.46,13.73,6.96,7.96,11.76,20.46,29.3,
120046,2023,-1.79,11.49,9.95,7.41,11.78,19.57,32.02,
145552,2021,0.26,12.5,14.67,0.93,11.79,11.9,28.37,
151040,2023,2.91,15.09,19.05,12.77,11.8,26.43,50.82,
149268,2023,-4.46,15.33,10.36,9.33,11.8,22.15,33.93,
118285,2023,-2.31,11.81,9.39,3.26,11.81,15.39,26.77,
148485,2022,-2.93,-10.99,-14.6,-3.5,11.82,8.13,-7.8,
133710,2023,-3.71,12.36,8.4,6.86,11.83,19.85,30.51,
143537,2023,-1.66,10.06,8.33,4.09,11.83,16.44,26.6,
152024,2023,,,,1.75,11.86,13.25,13.25,
119566,2023,-5.45,13.17,7.35,5.75,11.87,18.33,27.57,
143874,2023,-2.96,16.57,13.75,12.69,11.88,25.59,41.99,
150805,2023,-1.66,13.77,12.24,4.2,11.91,16.88,31.21,
141226,2023,-2.77,14.1,11.47,10.13,11.92,23.27,38.11,
149230,2022,0.92,-6.62,-5.38,-9.74,11.92,0.39,-5.23,
148457,2023,0.31,7.43,8.15,3.77,11.95,15.38,25.16,
132009,2021,3.17,13.14,17.97,0.17,11.95,11.19,30.97,
120665,2023,-3.55,14.71,11.12,8.22,11.96,21.03,34.98,
152032,2023,,,,0.93,12.02,13.18,13.18,
150285,2022,-10.65,-13.13,-22.09,-3.2,12.07,11.82,-12.25,
150865,2023,0.3,6.06,6.33,4.36,12.08,16.38,24.33,
149091,2023,-2.31,15.38,13.34,3.87,12.09,16.13,31.93,
140175,2023,-2.98,14.26,10.98,5.96,12.13,19.35,32.87,
149669,2023,-4.89,12.61,7.53,8.46,12.14,21.97,31.63,
143903,2022,5.61,-8.26,0.75,12.73,12.15,24.57,24.66,
140256,2022,3.64,-10.38,-6.94,3.01,12.17,14.29,5.8,
148623,2022,-2.07,-10.5,-10.67,12.33,12.17,24.26,11.94,
120395,2022,1.73,-10.77,-6.65,17.63,12.18,30.55,20.36,
150187,2023,-2.84,9.84,6.91,4.74,12.2,17.02,25.7,
118759,2023,-4.13,17.15,12.51,12.19,12.22,25.47,40.25,
151368,2023,0.0,13.35,13.57,6.38,12.23,19.49,36.43,
118559,2022,-7.86,-5.45,-12.92,-10.92,12.23,-0.33,-13.78,
150642,2022,,,,,12.24,12.24,12.24,
149331,2023,-4.72,12.58,7.17,5.3,12.25,17.59,26.85,
149847,2023,-4.48,12.45,7.71,4.08,12.27,16.62,26.11,
151443,2023,-0.2,13.33,13.79,10.99,12.28,25.22,43.36,
118620,2023,-1.12,12.48,11.28,3.82,12.29,16.46,29.99,
130860,2023,5.38,4.78,10.75,-2.85,12.3,6.53,19.38,
140327,2022,-9.72,-10.02,-18.58,-8.31,12.31,3.15,-16.47,
120722,2023,-2.34,12.15,10.19,5.86,12.33,18.26,30.58,
146951,2023,-1.2,12.91,12.23,8.32,12.33,21.26,36.08,
120348,2023,-3.49,12.57,8.78,7.22,12.34,20.46,31.55,
147473,2023,-2.67,10.74,7.9,4.29,12.36,16.7,26.01,
120594,2023,-0.59,5.97,5.34,9.24,12.39,22.55,28.88,
119602,2023,8.39,7.57,16.74,-3.41,12.43,7.45,25.27,
151728,2023,,10.86,10.86,4.69,12.43,17.42,30.92,
151724,2023,,14.4,14.4,12.68,12.44,27.01,45.58,
152157,2023,,,,,12.45,12.45,12.45,
152156,2023,,,,,12.45,12.45,12.45,
135810,2023,-4.36,15.26,10.53,12.39,12.46,25.63,37.76,
149389,2023,-4.08,17.53,13.25,12.85,12.46,27.24,44.37,
149343,2023,-4.39,14.34,9.69,7.56,12.48,20.89,33.16,
150673,2023,-4.13,17.55,13.21,12.94,12.51,27.4,44.5,
120242,2023,-1.58,11.21,9.77,5.75,12.51,18.3,30.27,
149892,2023,-4.16,17.54,13.17,12.85,12.52,27.3,44.33,
151810,2023,,,,3.37,12.53,16.66,16.66,
149868,2023,-4.66,11.24,6.29,2.09,12.53,14.38,22.36,
148726,2023,-4.06,17.53,13.27,12.94,12.54,27.44,44.64,
147666,2023,-4.62,11.25,6.34,2.14,12.54,14.45,22.5,
120596,2023,-2.79,11.1,8.61,7.69,12.55,20.7,31.62,
150468,2023,-0.05,3.94,3.64,8.2,12.55,21.53,25.37,
149832,2023,-4.59,11.26,6.39,2.15,12.57,14.49,22.6,
151785,2023,,,,1.51,12.57,14.03,14.03,
147622,2023,-4.05,17.62,13.37,12.96,12.59,27.5,44.84,
148500,2023,-3.69,12.45,8.57,3.99,12.61,16.55,27.25,
150310,2023,-1.18,8.39,7.51,8.43,12.63,22.04,32.31,
118870,2023,-7.92,11.6,3.48,5.39,12.66,17.95,22.8,
150344,2023,-4.82,15.2,10.49,9.93,12.66,23.48,36.86,
147704,2023,-0.55,15.05,14.56,9.09,12.67,23.2,41.58,
147625,2023,-4.69,12.82,7.85,4.9,12.68,17.93,27.95,
150797,2023,-3.1,12.98,9.71,3.0,12.68,15.8,27.51,
120823,2023,-9.04,12.57,2.68,9.28,12.72,22.96,27.15,
120586,2023,-2.41,10.39,8.21,5.67,12.73,18.52,28.84,
119597,2022,-1.07,-10.61,-9.96,14.41,12.73,27.37,15.63,
120416,2023,-2.13,14.63,12.41,5.34,12.75,19.06,34.48,
132140,2023,0.78,3.44,5.65,-4.46,12.76,6.25,13.3,
135805,2023,-0.71,16.51,15.53,6.1,12.79,20.38,39.93,
148947,2023,-2.03,13.7,11.86,9.2,12.8,23.62,38.78,
111549,2023,-4.11,11.84,7.99,5.47,12.8,18.35,28.49,
120751,2023,-3.97,11.31,7.35,6.45,12.8,19.9,28.89,
119597,2023,-4.92,14.66,9.61,5.83,12.81,19.22,32.36,
148381,2023,3.09,8.27,13.37,-2.29,12.83,8.91,23.39,
152189,2023,,,,,12.83,12.83,12.83,
149858,2022,3.65,-10.0,-4.73,15.24,12.84,28.01,22.95,
118837,2023,-1.6,18.06,16.52,4.43,12.87,17.76,37.26,
119160,2023,-3.4,11.48,8.22,3.33,12.87,16.38,26.55,
150587,2023,-2.91,15.2,12.13,7.15,12.88,21.16,36.35,
147727,2023,1.31,14.19,16.55,4.91,12.9,17.89,37.97,
138456,2023,-4.12,0.4,-3.21,0.39,12.93,12.23,10.0,
149804,2022,-6.27,-9.59,-13.46,15.32,12.96,28.23,11.35,
149071,2023,-3.6,12.75,9.15,11.18,12.98,25.76,38.0,
148721,2023,1.08,7.92,8.81,5.14,12.98,17.92,28.91,
152796,2024,,,,8.13,13.01,23.65,23.65,
119350,2023,-3.24,10.78,7.52,7.26,13.01,21.71,31.62,
150716,2023,-3.65,18.3,15.02,8.36,13.01,21.96,40.45,
145819,2023,-3.35,10.84,7.13,5.34,13.02,19.15,28.36,
119517,2023,0.12,1.59,2.61,-5.88,13.03,3.75,7.41,
152177,2023,,,,,13.03,13.03,13.03,
118540,2023,-3.04,11.57,8.52,8.54,13.08,22.92,34.1,
118803,2023,-4.61,12.09,7.24,6.97,13.09,20.55,30.02,
147620,2022,-0.3,-9.55,-7.91,15.4,13.1,28.48,18.7,
152090,2023,,,,0.07,13.11,10.32,10.32,
145454,2023,-4.87,15.19,9.48,10.98,13.12,25.33,35.96,
119354,2023,-3.77,14.0,9.83,5.18,13.13,19.21,31.35,
147928,2023,-0.72,10.03,10.25,2.08,13.14,15.23,27.27,
148063,2024,15.34,7.29,21.32,0.7,13.15,13.04,34.03,
150532,2023,-0.26,15.8,16.27,7.03,13.16,21.91,42.09,
129440,2023,5.9,0.06,6.04,-3.64,13.16,4.48,10.97,
149170,2021,,,,-0.75,13.16,9.82,9.82,
149936,2023,-3.1,19.16,15.88,14.31,13.16,29.31,50.07,
149368,2023,-2.01,16.09,14.36,9.0,13.18,23.87,42.31,
130498,2023,-3.34,15.8,12.37,9.21,13.18,23.65,39.57,
119133,2023,-2.98,10.01,6.99,2.82,13.24,16.59,25.52,
119018,2023,-1.55,11.21,9.87,5.47,13.26,18.88,31.41,
120749,2023,-0.32,10.59,10.3,8.67,13.27,22.78,36.19,
119279,2021,3.16,4.0,12.72,-11.13,13.32,0.03,12.82,
152071,2023,,,,0.34,13.33,13.98,13.98,
146643,2023,-2.65,12.81,9.94,4.22,13.34,17.3,28.63,
119243,2023,-0.5,14.95,15.07,11.15,13.35,26.39,45.39,
149790,2023,-4.63,15.04,10.03,6.87,13.36,20.2,32.46,
118494,2023,-1.76,11.42,10.02,8.72,13.37,22.68,35.81,
148474,2023,-3.8,13.67,9.53,5.31,13.39,19.31,30.83,
150376,2023,-0.16,12.99,12.73,4.0,13.4,17.81,33.01,
120760,2023,1.37,9.53,10.99,4.14,13.41,17.77,31.22,
119242,2023,-4.15,11.7,7.43,7.57,13.43,21.52,31.17,
119835,2023,-0.34,12.64,12.81,8.99,13.44,23.59,40.24,
148516,2023,-1.24,11.01,10.69,6.63,13.44,20.73,33.82,
151901,2023,,,,3.2,13.44,16.89,16.89,
147662,2023,-5.57,8.9,2.99,7.71,13.47,22.19,27.49,
126353,2023,4.46,0.83,5.88,-1.59,13.47,7.71,14.9,
150515,2023,-4.56,15.54,10.53,6.91,13.49,20.42,32.94,
149180,2023,3.91,5.67,10.72,-1.49,13.5,9.45,22.03,
118950,2023,-0.83,10.62,10.06,5.88,13.55,19.79,32.24,
119218,2023,-4.0,12.14,7.93,8.56,13.57,23.07,33.5,
120392,2023,-1.82,14.63,12.63,2.65,13.57,16.24,31.69,
150581,2022,,,,1.64,13.58,16.27,16.27,
133516,2023,-4.88,14.69,9.53,7.57,13.6,21.76,33.94,
123654,2022,2.6,-5.84,-4.4,-6.11,13.63,6.43,3.28,
151824,2023,,,,3.1,13.64,17.5,17.5,
118479,2023,-1.79,13.28,11.42,2.13,13.66,15.92,29.72,
151853,2023,,,,7.58,13.69,22.56,22.56,
120599,2023,-2.3,13.84,11.64,7.83,13.7,22.2,36.66,
118469,2023,-0.27,16.12,16.28,11.95,13.72,28.05,49.17,
148035,2023,-1.74,11.4,9.94,8.5,13.72,22.85,35.35,
118678,2023,-1.95,12.89,10.95,7.34,13.73,22.05,35.85,
152051,2023,,,,-0.61,13.73,12.87,12.87,
148986,2022,-3.06,-10.72,-11.67,13.44,13.73,27.12,13.14,
148609,2023,-0.78,11.55,11.16,10.42,13.74,25.26,39.7,
152041,2023,,,,0.76,13.74,14.36,14.36,
152022,2023,,,,2.91,13.77,17.25,17.25,
149830,2023,3.55,7.52,11.84,-2.34,13.79,9.59,22.8,
118879,2023,-5.49,14.23,9.23,13.49,13.83,29.51,42.62,
148595,2023,0.02,8.94,9.48,4.36,13.83,18.36,30.11,
149383,2023,-2.23,15.74,13.98,7.99,13.84,23.45,40.83,
135813,2023,-3.12,9.56,6.46,6.58,13.84,21.4,30.65,
119723,2023,-1.97,14.73,13.04,9.56,13.84,24.13,41.01,
145552,2023,14.64,14.06,31.12,-0.32,13.85,12.89,49.79,
148925,2022,7.23,-10.22,-2.37,17.13,13.89,30.69,27.11,
148993,2023,-0.63,15.47,14.95,2.35,13.91,16.33,34.24,
120539,2023,1.28,9.41,10.95,8.97,13.93,24.05,37.62,
148519,2023,-6.55,18.97,12.05,15.11,13.95,31.98,49.19,
148353,2023,-2.88,11.7,8.74,3.08,13.96,17.08,28.18,
152082,2023,,,,,13.96,13.96,13.96,
118868,2022,-2.12,-10.72,-11.13,15.38,13.98,29.53,15.88,
151727,2023,,15.13,15.13,15.08,13.98,31.99,53.3,
152039,2023,,,,0.1,14.0,14.19,14.19,
148614,2024,7.73,1.34,8.46,6.39,14.01,21.61,31.38,
150677,2023,-6.59,19.01,12.04,15.16,14.01,32.12,49.35,
149283,2023,-6.6,18.94,11.96,15.07,14.01,32.02,49.13,
147623,2023,-6.57,18.98,12.04,15.22,14.04,32.21,49.45,
150892,2023,-6.64,18.95,11.91,15.14,14.04,32.12,49.15,
119364,2023,-1.25,14.06,13.23,12.01,14.05,28.21,45.58,
119333,2023,-7.6,11.96,3.92,1.39,14.09,15.79,21.49,
149185,2023,-4.32,15.74,11.44,11.27,14.11,27.02,42.76,
132009,2023,5.8,8.19,15.85,-2.64,14.18,10.19,28.56,
150639,2023,-4.11,14.05,9.84,5.02,14.18,19.13,31.21,
150685,2023,-1.64,19.73,19.12,8.76,14.2,23.71,47.24,
118419,2023,-3.27,13.26,9.86,9.57,14.21,25.09,38.27,
149919,2023,-2.39,11.01,8.57,5.11,14.22,19.41,29.63,
120385,2023,-3.43,13.31,9.91,2.31,14.24,17.24,30.15,
140296,2023,5.18,2.19,6.91,-3.32,14.26,6.68,13.79,
119351,2023,-3.13,11.72,8.82,9.96,14.28,25.93,38.02,
141877,2023,-4.12,14.09,9.87,5.02,14.31,19.26,31.4,
149107,2023,-4.13,14.07,9.84,5.03,14.32,19.29,31.38,
148962,2023,-4.14,14.07,9.82,5.02,14.32,19.28,31.35,
149098,2023,6.36,12.35,20.67,-1.14,14.33,11.16,34.09,
148699,2022,-10.55,2.22,-7.23,-17.85,14.35,-5.17,-13.15,
129212,2023,-2.03,13.41,11.6,10.21,14.37,26.18,41.04,
148651,2023,-2.99,12.7,9.8,6.88,14.43,21.58,33.91,
151816,2023,,,,1.93,14.49,16.74,16.74,
120490,2023,-3.01,11.08,7.96,5.69,14.52,20.93,31.36,
149961,2023,15.36,15.48,33.22,-1.16,14.54,11.9,48.91,
120357,2023,-3.68,14.3,10.12,6.04,14.57,22.08,34.59,
